fid,name,population,county,latitude,longitude,level,enrollment,level.1
12339,ST VINCENT DE PAUL ELEMENTARY SCHOOL,179,ERIE,42.81719,-78.670794,Elementary,166,Elementary
12917,STS PETER & PAUL ELEMENTARY SCHOOL,319,ERIE,42.963352,-78.749023,Elementary,292,Elementary
12836,SUMMIT EDUCATIONAL RESOURCES,283,ERIE,43.010794,-78.770266,Combined elementary and secondary,235,Combined elementary and secondary
12831,THE GOW SCHOOL,168,ERIE,42.70866,-78.582179,Secondary,132,Secondary
12943,THE PARK SCHOOL OF BUFFALO,269,ERIE,42.966938,-78.782227,Combined elementary and secondary,235,Combined elementary and secondary
12845,TRINITY CATHOLIC ACADEMY,149,ERIE,42.858225,-78.812109,Elementary,135,Elementary
12343,TRINITY LUTHERAN SCHOOL,64,ERIE,42.81284,-78.756861,Elementary,57,Elementary
12878,UNIVERSAL SCHOOL,118,ERIE,43.020502,-78.743973,Elementary,104,Elementary
16828,VILLA MARIA ACADEMY,328,ERIE,42.105562,-80.136794,Secondary,301,Secondary
16819,VILLA MARIA ELEMENTARY SCHOOL,243,ERIE,42.106354,-80.140892,Elementary,222,Elementary
23246,ABEKA ACADEMY,13,ESCAMBIA,30.472728,-87.237773,Combined elementary and secondary,12,Combined elementary and secondary
4603,ALETHEIA CHRISTIAN ACADEMY,254,ESCAMBIA,30.49904,-87.167905,Combined elementary and secondary,236,Combined elementary and secondary
21735,ATMORE CHRISTIAN SCHOOL,110,ESCAMBIA,31.021259,-87.507059,Combined elementary and secondary,99,Combined elementary and secondary
24183,BB C CHRISTIAN ACADEMY,62,ESCAMBIA,30.431315,-87.237003,Elementary,60,Elementary
4617,BLESSED STAR MONTESSORI CHRISTIAN SCHOOL,18,ESCAMBIA,30.527801,-87.209937,Elementary,13,Elementary
4621,CARDEN CHRISTIAN ACADEMY,46,ESCAMBIA,30.360332,-87.402028,Elementary,40,Elementary
4612,CREATIVE LEARNING ACADEMY,200,ESCAMBIA,30.439096,-87.177403,Elementary,176,Elementary
4615,EAST HILL CHRISTIAN SCHOOL,183,ESCAMBIA,30.42655,-87.201305,Combined elementary and secondary,160,Combined elementary and secondary
4156,EASTHILL ACADEMY,58,ESCAMBIA,30.411239,-87.233024,Combined elementary and secondary,52,Combined elementary and secondary
4611,EPISCOPAL DAY SCHOOL OF CHRIST CHURCH PARISH,386,ESCAMBIA,30.416273,-87.216682,Elementary,338,Elementary
57,ESCAMBIA ACADEMY,318,ESCAMBIA,31.030167,-87.407944,Combined elementary and secondary,296,Combined elementary and secondary
4609,ESCAMBIA CHRISTIAN SCHOOL,129,ESCAMBIA,30.434799,-87.23539,Elementary,119,Elementary
4608,JUBILEE CHRISTIAN ACADEMY,134,ESCAMBIA,30.47319,-87.253952,Elementary,124,Elementary
4606,LITTLE FLOWER CATHOLIC SCHOOL,170,ESCAMBIA,30.422321,-87.29916,Elementary,155,Elementary
4618,MARCUS POINTE CHRISTIAN SCHOOL,94,ESCAMBIA,30.474262,-87.257237,Elementary,86,Elementary
4619,MONTESSORI SCHOOL OF PENSACOLA,168,ESCAMBIA,30.462652,-87.174354,Elementary,138,Elementary
4607,PENSACOLA CATHOLIC HIGH SCHOOL,606,ESCAMBIA,30.43754,-87.250794,Secondary,570,Secondary
4610,PENSACOLA JR ACADEMY,32,ESCAMBIA,30.522421,-87.222526,Elementary,29,Elementary
4616,PENSACOLA PRIVATE SCHOOL OF LIBERAL ARTS,32,ESCAMBIA,30.431417,-87.20245,Secondary,29,Secondary
4602,PENSOCOLA MENNONITE CHRISTIAN SCHOOL,25,ESCAMBIA,30.513796,-87.324405,Combined elementary and secondary,22,Combined elementary and secondary
4605,REDEEMER LUTHERAN SCHOOL,168,ESCAMBIA,30.38594,-87.273939,Elementary,154,Elementary
4614,SACRED HEART CATHEDRAL SCHOOL,228,ESCAMBIA,30.431608,-87.205077,Elementary,211,Elementary
24681,SEVILLE BAYSIDE MONTESSORI SCHOOL,3,ESCAMBIA,30.408993,-87.208978,Elementary,2,Elementary
4620,SL JONES CHRISTIAN ACADEMY,189,ESCAMBIA,30.461179,-87.189687,Combined elementary and secondary,177,Combined elementary and secondary
4604,ST JOHN THE EVANGELIST SCHOOL,176,ESCAMBIA,30.383125,-87.278417,Elementary,163,Elementary
4613,ST PAUL CATHOLIC SCHOOL,219,ESCAMBIA,30.438888,-87.179565,Elementary,206,Elementary
56,TEMPLE CHRISTIAN ACADEMY,43,ESCAMBIA,31.00244,-87.490462,Combined elementary and secondary,39,Combined elementary and secondary
4214,TRINITAS CHRISTIAN SCHOOL,191,ESCAMBIA,30.62816,-87.10076,Combined elementary and secondary,172,Combined elementary and secondary
4601,WALNUT HILL CHRISTIAN SCHOOL,47,ESCAMBIA,30.887919,-87.457871,Combined elementary and secondary,42,Combined elementary and secondary
11515,1ST CEREBRAL PALSY OF NJ,66,ESSEX,40.786433,-74.177145,Combined elementary and secondary,54,Combined elementary and secondary
25899,A PLEASANT DAY NURSERY SCHOOL,7,ESSEX,40.841666,-74.280581,Elementary,6,Elementary
11967,ABUNDANT LIFE ACADEMY,332,ESSEX,40.818833,-74.141402,Combined elementary and secondary,310,Combined elementary and secondary
25739,ADIRONDACK CHRISTIAN SCHOOL,17,ESSEX,44.392825,-73.787051,Combined elementary and secondary,14,Combined elementary and secondary
11848,ALIF MUHAMMAD'S NIA SCHOOL,246,ESSEX,40.738768,-74.168756,Secondary,240,Secondary
11605,ALPHA & OMEGA CHRISTIAN SCHOOL,70,ESSEX,40.730702,-74.148413,Combined elementary and secondary,64,Combined elementary and secondary
9576,ANDOVER SCHOOL OF MONTESSORI,173,ESSEX,42.62185,-71.124363,Elementary,150,Elementary
11404,AQUINAS ACADEMY,163,ESSEX,40.780953,-74.317394,Elementary,150,Elementary
19161,AYLETT COUNTRY DAY SCHOOL,161,ESSEX,37.806617,-76.940364,Elementary,145,Elementary
9479,BEVERLY SCHOOL FOR THE DEAF,56,ESSEX,42.556857,-70.892563,Combined elementary and secondary,43,Combined elementary and secondary
9075,BISHOP FENWICK HIGH SCHOOL,608,ESSEX,42.540649,-70.918918,Secondary,563,Secondary
11493,BLESSED POPE JOHN XXIII ACADEMY,184,ESSEX,40.774653,-74.2626,Elementary,168,Elementary
9171,BLESSED STEPHEN BELLESINI OSA ACADEMY,63,ESSEX,42.707965,-71.169749,Elementary,57,Elementary
9541,BOXFORD ACADEMY,35,ESSEX,42.663963,-70.998091,Elementary,31,Elementary
9174,BRADFORD CHRISTIAN ACADEMY,135,ESSEX,42.748023,-71.107874,Combined elementary and secondary,123,Combined elementary and secondary
25145,BRIDGE TO LEARNING CHILDRENS CENTER,2,ESSEX,42.549243,-70.985778,Elementary,1,Elementary
9093,BROOKWOOD SCHOOL,443,ESSEX,42.572282,-70.796644,Elementary,388,Elementary
11883,CALVARY CHRISTIAN SCHOOL,67,ESSEX,40.70594,-74.205882,Elementary,60,Elementary
9531,CAPE ANN WALDORF SCHOOL,126,ESSEX,42.561285,-70.819374,Elementary,109,Elementary
11629,CCLC AT NEWARK,10,ESSEX,40.743952,-74.192383,Elementary,9,Elementary
9113,CENTRAL CATHOLIC HIGH SCHOOL,1451,ESSEX,42.712912,-71.170956,Secondary,1353,Secondary
25151,CHILDRENS MONTESSORI CENTER,17,ESSEX,42.555527,-70.910277,Elementary,10,Elementary
25154,CHILDRENS WORKSHOP MONTESSORI,14,ESSEX,42.495372,-70.883567,Elementary,10,Elementary
25019,CHRIST THE KING PREPATORY SCHOOL,294,ESSEX,40.774391,-74.164767,Secondary,279,Secondary
11932,CLARK SCHOOL,49,ESSEX,40.773887,-74.219763,Elementary,44,Elementary
25569,CLOCK WORK LEARNING CENTER,11,ESSEX,40.79284,-74.281568,Elementary,5,Elementary
9533,COHEN HILLEL ACADEMY,145,ESSEX,42.484856,-70.873856,Elementary,125,Elementary
9487,COMMUNITY KINDERGARTEN OF METHUEN,8,ESSEX,42.720307,-71.181949,Elementary,7,Elementary
9476,COVENANT CHRISTIAN ACADEMY,256,ESSEX,42.543234,-71.002055,Combined elementary and secondary,216,Combined elementary and secondary
9553,CUVILLY ARTS & EARTH CENTER,3,ESSEX,42.68705,-70.826399,Elementary,2,Elementary
11555,DERON SCHOOL II,273,ESSEX,40.816277,-74.207692,Secondary,252,Secondary
9508,DEVEREUX SCHOOL,35,ESSEX,42.493558,-70.86609,Elementary,30,Elementary
25041,EACH 1 TEACH 1 ACADEMY,29,ESSEX,40.782733,-74.1989,Elementary,27,Elementary
25044,EARLY LEARNING CENTER,2,ESSEX,40.883776,-74.268543,Elementary,1,Elementary
9122,EASTERN POINT DAY SCHOOL,22,ESSEX,42.597156,-70.65277,Elementary,18,Elementary
21469,ESPERANZA ACADEMY,74,ESSEX,42.709028,-71.157702,Elementary,68,Elementary
9589,FAITH CHRISTIAN SCHOOL,37,ESSEX,42.632424,-70.678953,Elementary,31,Elementary
11430,FAR BROOK SCHOOL,243,ESSEX,40.748228,-74.314868,Elementary,214,Elementary
9152,FELLOWSHIP CHRISTIAN ACADEMY,137,ESSEX,42.744631,-71.223908,Combined elementary and secondary,135,Combined elementary and secondary
9557,GLCAC CHILD CARE CENTER,25,ESSEX,42.690004,-71.172015,Elementary,24,Elementary
9146,GLEN URQUHART SCHOOL,246,ESSEX,42.569235,-70.816155,Elementary,217,Elementary
25857,GLENVIEW ACADEMY,75,ESSEX,40.873285,-74.290224,Combined elementary and secondary,67,Combined elementary and secondary
22585,GOLDA OCH ACADEMY,577,ESSEX,40.774487,-74.279512,Combined elementary and secondary,521,Combined elementary and secondary
11437,GOOD SHEPHERD ACADEMY,256,ESSEX,40.809576,-74.160991,Elementary,228,Elementary
25181,GREAT BEGINNINGS LEARNING SCHOOL,2,ESSEX,42.553333,-70.925044,Elementary,1,Elementary
11619,GROWING GARDEN PRESCHOOL & KINDERGARTEN,2,ESSEX,40.746181,-74.228104,Elementary,1,Elementary
9503,GROWING YEARS,9,ESSEX,42.770096,-71.160749,Elementary,8,Elementary
9155,HARBORLIGHT MONTESSORI SCHOOL,166,ESSEX,42.565338,-70.864022,Elementary,128,Elementary
25064,HARMONY DAY CARE CENTER AND SPECIAL PROGRAMS,13,ESSEX,40.727386,-74.230298,Elementary,10,Elementary
9562,HAVERHILL DAY CARE CENTER,11,ESSEX,42.765894,-71.082265,Elementary,9,Elementary
9581,HILLTOP SCHOOL,10,ESSEX,42.787688,-71.133157,Elementary,9,Elementary
12304,HOLY NAME ELEMENTARY SCHOOL,54,ESSEX,44.48213,-73.729419,Elementary,49,Elementary
11905,IMMACULATE CONCEPTION HIGH SCHOOL,191,ESSEX,40.817345,-74.215395,Secondary,165,Secondary
9131,IMMACULATE CONCEPTION SCHOOL,266,ESSEX,42.80949,-70.873302,Elementary,252,Elementary
9521,INN STREET MONTESSORI SCHOOL,46,ESSEX,42.810704,-70.871379,Elementary,41,Elementary
11500,IRONBOUND CATHOLIC ACADEMY,196,ESSEX,40.723113,-74.159121,Elementary,184,Elementary
11935,JAMAS CHILDREN'S UNIVERSITY,20,ESSEX,40.772869,-74.21979,Combined elementary and secondary,19,Combined elementary and secondary
22658,JEWISH COMMUNITY CENTER METROWEST ROSS CAMPUS,31,ESSEX,40.767157,-74.296265,Elementary,27,Elementary
11520,KAY'S CHRISTIAN PLACE & LEARNING CENTER,6,ESSEX,40.731623,-74.1651,Elementary,5,Elementary
25203,KINDERCARE LEARNING CENTER,6,ESSEX,42.816354,-70.920318,Elementary,5,Elementary
9494,KINDERCARE LEARNING CENTER,11,ESSEX,42.543655,-70.979371,Elementary,10,Elementary
9522,KINDERCARE LEARNING CENTER #1485,5,ESSEX,42.697058,-71.119335,Elementary,4,Elementary
11486,LACORDAIRE ACADEMY ELEMENTARY,143,ESSEX,40.841097,-74.201021,Elementary,128,Elementary
11413,LACORDAIRE ACADEMY SECONDARY,75,ESSEX,40.842116,-74.201145,Secondary,62,Secondary
9475,LANDMARK SCHOOL,666,ESSEX,42.552736,-70.834473,Combined elementary and secondary,459,Combined elementary and secondary
9110,LAWRENCE CATHOLIC ACADEMY,477,ESSEX,42.697638,-71.15876,Elementary,451,Elementary
25152,LEARN TO LOVE,23,ESSEX,40.713759,-74.249644,Elementary,4,Elementary
21550,LINK COMMUNITY SCHOOL,148,ESSEX,40.729854,-74.190632,Secondary,128,Secondary
11637,LITTLE SCHOLAR NURSERY SCHOOL,11,ESSEX,40.799146,-74.154637,Elementary,10,Elementary
21347,LITTLE THEATRE SCHOOL,17,ESSEX,42.502254,-70.97885,Elementary,16,Elementary
11526,LOOKING GLASS CHILDREN'S CENTER,14,ESSEX,40.837218,-74.187736,Elementary,11,Elementary
11579,MADRASATU AHLIS SUNNAH,155,ESSEX,40.765149,-74.205668,Combined elementary and secondary,133,Combined elementary and secondary
11470,MARYLAWN OF THE ORANGES ACADEMY,161,ESSEX,40.75402,-74.251398,Secondary,143,Secondary
9167,MELMARK NEW ENGLAND,193,ESSEX,42.656239,-71.246179,Combined elementary and secondary,110,Combined elementary and secondary
11535,MONT-VAIL DAYCARE CENTER,4,ESSEX,40.732737,-74.238961,Elementary,3,Elementary
11567,MOUNT CARMEL GUILD ACADEMY,119,ESSEX,40.794383,-74.234079,Combined elementary and secondary,100,Combined elementary and secondary
11842,MOUNT CARMEL GUILD SCHOOL & PRESCHOOL,35,ESSEX,40.736664,-74.169915,Elementary,32,Elementary
11974,MOUNT SAINT DOMINIC ACADEMY,380,ESSEX,40.832844,-74.271989,Secondary,345,Secondary
12438,MOUNTAIN LAKE ACADEMY,38,ESSEX,44.272238,-73.936823,Secondary,30,Secondary
12429,MOUNTAINSIDE CHRISTIAN ACADEMY,53,ESSEX,43.782689,-73.794056,Combined elementary and secondary,47,Combined elementary and secondary
9565,MRS ALEXANDER'S SCHOOL,13,ESSEX,42.545892,-70.874258,Elementary,9,Elementary
12446,NATIONAL SPORTS ACADEMY,91,ESSEX,44.2826,-73.9826,Secondary,78,Secondary
21883,NEW BEGINNINGS,203,ESSEX,40.872585,-74.290743,Combined elementary and secondary,180,Combined elementary and secondary
23865,NEW ENGLAND ACADEMY,110,ESSEX,42.56167,-70.888443,Secondary,94,Secondary
11549,NEW LIFE CHILD CARE LEARNING CENTER,2,ESSEX,40.708839,-74.220875,Elementary,1,Elementary
23425,NEW TESTAMENT CHURCH SCHOOL,46,ESSEX,40.754054,-74.191953,Combined elementary and secondary,36,Combined elementary and secondary
11879,NEWARK ACADEMY,633,ESSEX,40.779009,-74.361141,Combined elementary and secondary,568,Combined elementary and secondary
11951,NEWARK BOYS CHORUS SCHOOL,89,ESSEX,40.728601,-74.176575,Elementary,78,Elementary
11961,NEWARK CHRISTIAN SCHOOL,78,ESSEX,40.749526,-74.18818,Elementary,68,Elementary
11543,NEWARK DAY CENTER,39,ESSEX,40.732418,-74.176082,Elementary,35,Elementary
9537,NEWBURYPORT MONTESSORI SCHOOL,13,ESSEX,42.810286,-70.871004,Elementary,11,Elementary
9453,NEXT GENERATION CHILDRENS CENTER,14,ESSEX,42.608139,-71.121432,Elementary,13,Elementary
12419,NORTH COUNTRY SCHOOL,107,ESSEX,44.224721,-73.896375,Combined elementary and secondary,84,Combined elementary and secondary
9090,NORTH SHORE CHRISTIAN SCHOOL,175,ESSEX,42.487905,-70.953682,Elementary,161,Elementary
25281,NORTH SHORE MONTESSORI SCHOOL,6,ESSEX,42.71751,-70.88831,Elementary,4,Elementary
25338,NORTHWEST ESSEX COMMUNITY HEALTHCARE NETWORK THERA,87,ESSEX,40.794376,-74.172315,Combined elementary and secondary,72,Combined elementary and secondary
12405,NORTHWOOD SCHOOL,207,ESSEX,44.292851,-73.969678,Secondary,182,Secondary
9515,NOTRE DAME CHILDREN'S CLASS,31,ESSEX,42.596257,-70.848962,Elementary,25,Elementary
9449,NOTRE DAME HIGH SCHOOL,288,ESSEX,42.710286,-71.16762,Secondary,272,Secondary
11979,OUR LADY HELP CHRISTIANS SCHOOL,228,ESSEX,40.764757,-74.214901,Elementary,214,Elementary
9084,OUR LADY OF ASSUMPTION SCHOOL,388,ESSEX,42.515549,-71.005643,Elementary,363,Elementary
11895,OUR LADY OF SORROWS SCHOOL,188,ESSEX,40.741932,-74.259697,Elementary,172,Elementary
11866,OUR LADY OF THE LAKE SCHOOL,158,ESSEX,40.830712,-74.246483,Elementary,148,Elementary
21088,PERPETUAL HELP DAY NURSERY,23,ESSEX,40.756342,-74.16862,Elementary,22,Elementary
9601,PINGREE SCHOOL,403,ESSEX,42.63801,-70.880172,Secondary,341,Secondary
21197,PLAYHOUSE COOP SCHOOL,31,ESSEX,40.791611,-74.22778,Elementary,17,Elementary
9081,PRESENTATION OF MARY ACADEMY,166,ESSEX,42.727181,-71.182514,Secondary,147,Secondary
25291,PROFESSIONAL CENTER FOR CHILD DEVELOPMENT SCHOOL,7,ESSEX,42.630086,-71.18072,Elementary,5,Elementary
11954,QUEEN OF ANGELS SCHOOL,126,ESSEX,40.732848,-74.189389,Elementary,117,Elementary
11596,RABBI BARRY H GREENE ECC AT TEMPLE BNAI JESHURUN,22,ESSEX,40.757014,-74.31268,Elementary,18,Elementary
9128,SACRED HEART SCHOOL,240,ESSEX,42.464218,-70.97376,Elementary,223,Elementary
9107,SACRED HEARTS SCHOOL,411,ESSEX,42.769065,-71.074903,Elementary,389,Elementary
21889,SANDY LANE NURSERY SCHOOL,41,ESSEX,40.791076,-74.174748,Elementary,11,Elementary
11921,SETON HALL PREPARATORY SCHOOL,1021,ESSEX,40.774977,-74.247855,Secondary,951,Secondary
11656,SHILOH RAINBOW ACADEMY,6,ESSEX,40.774128,-74.184217,Elementary,5,Elementary
9460,SHINING STARS LEARNING CENTER,35,ESSEX,42.460069,-71.008811,Elementary,12,Elementary
9140,SHORE COUNTRY DAY SCHOOL,464,ESSEX,42.568934,-70.889784,Combined elementary and secondary,420,Combined elementary and secondary
25502,SINAI SCHOOLS MAOR,19,ESSEX,40.774134,-74.360331,Combined elementary and secondary,14,Combined elementary and secondary
9545,SOLSTICE SCHOOL,25,ESSEX,42.737106,-70.881624,Secondary,22,Secondary
11892,SOUTH ORANGE COUNTRY DAY SCHOOL,15,ESSEX,40.756801,-74.251302,Elementary,13,Elementary
9483,SPARHAWK SCHOOL,154,ESSEX,42.84995,-70.910236,Combined elementary and secondary,132,Combined elementary and secondary
12412,ST AGNES SCHOOL,38,ESSEX,44.292368,-73.99091,Elementary,29,Elementary
9125,ST ANN SCHOOL,119,ESSEX,42.615376,-70.663725,Elementary,107,Elementary
9116,ST AUGUSTINE ELEMENTARY SCHOOL,428,ESSEX,42.65452,-71.14172,Elementary,401,Elementary
11425,ST BENEDICT'S PREPARATORY SCHOOL,582,ESSEX,40.735614,-74.179772,Secondary,561,Secondary
11972,ST CASSIAN ELEMENTARY SCHOOL,193,ESSEX,40.841483,-74.204597,Elementary,179,Elementary
11871,ST CATHERINE OF SIENA SCHOOL,214,ESSEX,40.844964,-74.226832,Elementary,200,Elementary
11939,ST FRANCIS XAVIER SCHOOL,196,ESSEX,40.770048,-74.182731,Elementary,184,Elementary
11419,ST JOHN GRAMMAR SCHOOL,152,ESSEX,40.77732,-74.23278,Elementary,143,Elementary
9078,ST JOHN THE BAPTIST SCHOOL,457,ESSEX,42.525184,-70.92907,Elementary,429,Elementary
9099,ST JOHN THE EVANGELIST SCHOOL,233,ESSEX,42.569616,-70.893183,Elementary,216,Elementary
9603,ST JOHNS PREPARATORY SCHOOL,1277,ESSEX,42.582236,-70.953409,Secondary,1171,Secondary
11916,ST JOSEPH ELEMENTARY SCHOOL,355,ESSEX,40.751878,-74.227224,Elementary,332,Elementary
9119,ST JOSEPH SCHOOL OF ALL SAINTS PARISH,266,ESSEX,42.778148,-71.09172,Elementary,246,Elementary
11478,ST LEO/SACRED HEART INTERPAROCHIAL SCHOOL,151,ESSEX,40.730432,-74.225697,Elementary,137,Elementary
19158,ST MARGARETS SCHOOL,129,ESSEX,37.926449,-76.856124,Secondary,105,Secondary
9584,ST MARY OF THE ANNUNCIATION,355,ESSEX,42.568183,-70.948074,Elementary,331,Elementary
9104,ST MARY SCHOOL,157,ESSEX,42.549308,-70.879616,Elementary,143,Elementary
11674,ST MARY SCHOOL,208,ESSEX,40.73522,-74.182233,Elementary,197,Elementary
12448,ST MARY'S SCHOOL,113,ESSEX,43.845841,-73.425381,Elementary,104,Elementary
9137,ST MARYS JR-SR HIGH SCHOOL,642,ESSEX,42.462592,-70.95074,Combined elementary and secondary,597,Combined elementary and secondary
23475,ST MICHAEL ELEMENTARY SCHOOL,494,ESSEX,42.700424,-71.131125,Elementary,456,Elementary
11944,ST MICHAEL SCHOOL,493,ESSEX,40.756533,-74.171719,Elementary,472,Elementary
9134,ST MONICA SCHOOL,237,ESSEX,42.727481,-71.183766,Elementary,227,Elementary
11910,ST PETER ELEMENTARY SCHOOL,175,ESSEX,40.785247,-74.156101,Elementary,163,Elementary
11963,ST PHILIPS ACADEMY,369,ESSEX,40.744022,-74.170821,Elementary,335,Elementary
9087,ST PIUS V SCHOOL,493,ESSEX,42.480131,-70.949594,Elementary,468,Elementary
21264,ST ROSE OF LIMA ACADEMY,195,ESSEX,40.721586,-74.318515,Elementary,179,Elementary
25479,ST STEPHEN'S PRESCHOOL,13,ESSEX,40.721168,-74.307596,Elementary,12,Elementary
11977,ST THOMAS THE APOSTLE SCHOOL,225,ESSEX,40.831705,-74.176881,Elementary,211,Elementary
11959,ST VINCENT ACADEMY,331,ESSEX,40.743294,-74.187463,Secondary,306,Secondary
11853,STEPPING STONES SCHOOL - THE ARC OF ESSEX COUNTY,9,ESSEX,40.772064,-74.300623,Elementary,8,Elementary
9466,STONERIDGE CHILDREN'S MONTESSORI SCHOOL,98,ESSEX,42.556699,-70.846998,Elementary,86,Elementary
19166,TAPPAHANNOCK JUNIOR ACADEMY,73,ESSEX,37.90032,-76.874779,Combined elementary and secondary,68,Combined elementary and secondary
25316,TARA MONTESSORI SCHOOL,8,ESSEX,42.579291,-70.770984,Elementary,7,Elementary
25324,THE CHILDREN'S CENTER FOR COMMUNICATION,21,ESSEX,42.556535,-70.892734,Elementary,16,Elementary
11900,THE CHILDREN'S INSTITUTE,339,ESSEX,40.823381,-74.228643,Combined elementary and secondary,307,Combined elementary and secondary
9571,THE CHILDRENS CASTLE,14,ESSEX,42.80871,-70.96167,Elementary,13,Elementary
25594,THE EAST ORANGE YOUTH CULTURAL COMPLEX,25,ESSEX,40.768713,-74.218412,Elementary,24,Elementary
9159,THE GOVERNORS ACADEMY,485,ESSEX,42.751647,-70.899164,Secondary,400,Secondary
22780,THE GRAMON SCHOOL,35,ESSEX,40.873268,-74.289817,Secondary,30,Secondary
9162,THE GREENHOUSE SCHOOL,24,ESSEX,42.498085,-70.894822,Combined elementary and secondary,20,Combined elementary and secondary
9517,THE HATHAWAY SCHOOL,94,ESSEX,42.468072,-70.9154,Elementary,88,Elementary
9164,THE ISLAMIC ACADEMY FOR PEACE,138,ESSEX,42.720071,-71.19254,Elementary,119,Elementary
11507,THE MILTON SCHOOL,16,ESSEX,40.794881,-74.29374,Secondary,12,Secondary
11589,THE MONTCLAIR KIMBERLEY ACADEMY,1183,ESSEX,40.826684,-74.216346,Combined elementary and secondary,1007,Combined elementary and secondary
22150,THE MONTESSORI CHILDRENS ACADEMY,53,ESSEX,40.740937,-74.326402,Elementary,49,Elementary
11573,THE PHOENIX CENTER,156,ESSEX,40.811275,-74.147087,Combined elementary and secondary,140,Combined elementary and secondary
9149,THE PHOENIX SCHOOL,32,ESSEX,42.517021,-70.896435,Elementary,29,Elementary
9096,THE PIKE SCHOOL,474,ESSEX,42.631882,-71.132005,Combined elementary and secondary,423,Combined elementary and secondary
25690,THE PINGRY SCHOOL,287,ESSEX,40.742184,-74.334654,Elementary,256,Elementary
25346,THE VILLAGE SCHOOL,16,ESSEX,42.708018,-71.065204,Elementary,14,Elementary
9594,THE WARING SCHOOL,173,ESSEX,42.569277,-70.846179,Combined elementary and secondary,152,Combined elementary and secondary
11887,THE WINSTON SCHOOL,86,ESSEX,40.731333,-74.324857,Elementary,70,Elementary
25357,TOWER DAY SCHOOL,19,ESSEX,42.539946,-71.048388,Elementary,18,Elementary
9143,TOWER SCHOOL,323,ESSEX,42.49744,-70.875001,Elementary,283,Elementary
11861,TRINITY ACADEMY,272,ESSEX,40.838189,-74.272439,Elementary,250,Elementary
25698,TUTOR TIME CHILDCARE LEARNING CENTER,7,ESSEX,40.759365,-74.322049,Elementary,6,Elementary
25377,VISTA PREPARATORY SCHOOL,4,ESSEX,42.658887,-71.105321,Elementary,2,Elementary
11668,WASHINGTON ACADEMY,80,ESSEX,40.850971,-74.230041,Combined elementary and secondary,69,Combined elementary and secondary
25702,WESTBRIDGE ACADEMY,76,ESSEX,40.790136,-74.191379,Combined elementary and secondary,57,Combined elementary and secondary
25717,ZADIE'S OF THE ORANGES,70,ESSEX,40.763743,-74.223811,Elementary,69,Elementary
58,COOSA CHRISTIAN SCHOOL,283,ETOWAH,33.991881,-86.049161,Combined elementary and secondary,263,Combined elementary and secondary
23262,EAST GADSDEN BAPTIST CHURCH KINDERGARTEN,7,ETOWAH,34.006274,-85.984254,Elementary,6,Elementary
181,EPISCOPAL DAY SCHOOL,62,ETOWAH,34.01542,-86.012376,Combined elementary and secondary,50,Combined elementary and secondary
23268,EXCEL INSTITUTE,35,ETOWAH,34.01174,-86.020966,Secondary,30,Secondary
60,ST JAMES CATHOLIC SCHOOL,101,ETOWAH,34.023572,-85.989118,Elementary,90,Elementary
59,WESTBROOK CHRISTIAN SCHOOL,554,ETOWAH,33.965836,-86.064171,Combined elementary and secondary,514,Combined elementary and secondary
8784,CHRISTIAN HERITAGE ACADEMY,66,EVANGELINE,30.695325,-92.262787,Combined elementary and secondary,57,Combined elementary and secondary
8795,SACRED HEART HIGH SCHOOL,216,EVANGELINE,30.684699,-92.269386,Secondary,201,Secondary
25924,SACRED HEART SCHOOL,558,EVANGELINE,30.685541,-92.268836,Elementary,528,Elementary
861,CATHOLIC SCHOOLS OF FAIRBANKS,499,FAIRBANKS NORTH STAR,64.850554,-147.716632,Combined elementary and secondary,457,Combined elementary and secondary
871,FAIRBANKS MONTESSORI ASSOCIATION,20,FAIRBANKS NORTH STAR,64.820854,-147.760642,Elementary,15,Elementary
890,FAIRHILL CHRISTIAN SCHOOL,96,FAIRBANKS NORTH STAR,64.863483,-147.673499,Combined elementary and secondary,87,Combined elementary and secondary
879,FAR NORTH CHRISTIAN SCHOOL,41,FAIRBANKS NORTH STAR,64.829325,-147.728928,Combined elementary and secondary,36,Combined elementary and secondary
865,GOLDEN HEART CHRISTIAN SCHOOL,32,FAIRBANKS NORTH STAR,64.874143,-147.821831,Elementary,29,Elementary
884,NORTH POLE CHRISTIAN SCHOOL,90,FAIRBANKS NORTH STAR,64.738873,-147.290794,Combined elementary and secondary,80,Combined elementary and secondary
21059,OPEN ARMS LUTHERAN CHILD DEVELOPMENT CENTER,13,FAIRBANKS NORTH STAR,64.828485,-147.787922,Elementary,12,Elementary
19852,ACADEMY OF CHRISTIAN EDUCATION,121,FAIRFAX,38.950305,-77.332967,Elementary,112,Elementary
19156,ACCOTINK ACADEMY,129,FAIRFAX,38.783977,-77.239329,Combined elementary and secondary,105,Combined elementary and secondary
19418,ACCOTINK ACADEMY LEARNING CENTER,35,FAIRFAX,38.780721,-77.235697,Combined elementary and secondary,28,Combined elementary and secondary
21501,AD FONTES ACADEMY,186,FAIRFAX,38.859466,-77.454988,Combined elementary and secondary,171,Combined elementary and secondary
19806,AL FATIH ACADEMY,184,FAIRFAX,38.970089,-77.381188,Elementary,165,Elementary
23470,AL-QALAM SCHOOL OF VIRGINIA,189,FAIRFAX,38.780015,-77.175769,Combined elementary and secondary,168,Combined elementary and secondary
